id,key,ja,en
15268876975980550,Grade_DIVINE,ディバイン,Divine
15268876975980551,Grade_COSMIC,コズミック,Cosmic
38788477192556544,ItemType_GEAR,装備,Equipment
38788477326774272,ItemType_STAGEBOX,ステージボックス,Stage Box
38788477326774273,ItemType_MATERIAL,素材,Materials
15268876975980552,ItemParts_MAIN_WEAPON,メイン武器,Main Weapon
15268876975980553,ItemParts_SUB_WEAPON,サブ武器,Sub Weapon
103698125396578304,TreasureChest_Normal,一般宝箱,Common Treasure Chest
103698125396578305,TreasureChest_StageBoss,ステージ宝箱,Stage Treasure Chest
103698125396578306,TreasureChest_ActBoss,アクトボス宝箱,Act Boss Treasure Chest
15268876975980554,GearType_HELMET,ヘルメット,Helmet
121399032856645632,GearType_ARMOR,アーマー,Armor
15268876975980556,GearType_GLOVES,グローブ,Gloves
15268876975980557,GearType_BOOTS,ブーツ,Boots
15268876975980558,GearType_AMULET,アミュレット,Amulet
15268876975980559,GearType_EARING,イヤリング,Earing
15268876975980560,GearType_RING,リング,Ring
15268876980174848,GearType_BRACER,ブレイサー,Bracer
15268876980174849,GearType_SWORD,ソード,Sword
15268876980174850,GearType_BOW,弓,Bow
15268876980174851,GearType_STAFF,スタッフ,Staff
120083558491037696,GearType_SCEPTER,セプター,Scepter
103698125396578309,GearType_CROSSBOW,クロスボウ,Crossbow
103698125396578310,GearType_AXE,斧,Axe
15268876980174852,GearType_SHIELD,シールド,Shield
15268876980174853,GearType_ARROW,矢,Arrow
121399032856645633,GearType_ORB,オーブ,Orb
121399032856645634,GearType_TOME,古書,Tome
103698125396578312,GearType_BOLT,クロスボウボルト,Bolt
121399032856645635,GearType_HATCHET,手斧,Hatchet
103698125396578314,BaseStatName_AttackSpeed,秒間攻撃力,Attack Per Second
103698125396578315,StatName_AttackDamage,攻撃力,Attack Damage
103698125396578316,StatName_AttackSpeed,攻撃速度,Attack Speed
103698125396578317,StatName_CriticalChance,クリティカル率,Critical Chance
103698125396578318,StatName_CriticalDamage,クリティカルダメージ,Critical Damage
103698126365462528,StatName_SkillAttackReduction,基本攻撃要求減少,Basic Attack Requirement Reduction
103698126365462529,StatName_CooldownReduction,クールタイム短縮,Cooldown Reduction
103698126365462530,StatName_SkillRangeExpansion,スキル射程,Skill Range
103698126365462531,StatName_MaxHp,最大HP,Max HP
103698126365462532,StatName_Armor,防御力,Armor
103698126365462533,StatName_FireResistance,火炎耐性,Fire Resistance
103698126365462534,StatName_ColdResistance,氷冷耐性,Cold Resistance
103698126365462535,StatName_LightningResistance,雷電耐性,Lightning Resistance
103698126365462536,StatName_PoisonResistance,カオス耐性,Chaos Resistance
103698126369656832,StatName_DodgeChance,回避率,Dodge Chance
103698126369656833,StatName_BlockChance,ブロック率,Block Chance
103698126369656834,StatName_Toughness,靭性,Toughness
103698126369656835,StatName_HealthRegen,毎秒HP回復,HP Regen Per Sec
103698126369656836,StatName_DamageAbsorption,ダメージ吸収,Damage Absorption
103698126369656837,StatName_MovementSpeed,移動速度,Movement Speed
103698126369656838,StatName_CourageMaxStack,勇気最大スタック,Courage Max Stack
103698126369656839,StatName_CourageStackChance,勇気スタック確率,Courage Stack Chance
103698126369656840,StatName_FeralMaxStack,野性最大スタック,Feral Max Stack
103698126369656841,StatName_FeralStackChance,野性スタック確率,Feral Stack Chance
103698126369656842,StatName_FocusMaxStack,集中最大スタック,Focus Max Stack
103698126369656843,StatName_FocusStackChance,集中スタック確率,Focus Stack Chance
103698126369656844,StatName_IncreaseGoldAmount,ゴールド量増加,Increase Gold Amount
103698126369656845,StatName_AdditionalGold,追加ゴールド,Additional Gold
103698126369656846,StatName_ChestUpgradeChance,チェスト数量増加,Increased Chest Quantity
103698126369656847,StatName_StageWaveReduction,ステージウェーブ減少,Stage Wave Reduction
103698126369656848,ShortStatName_AttackDamage,攻撃ダメージ,Attack Dmg.
103698126369656849,ShortStatName_MaxHp,最大HP,Max HP
103698126369656850,ShortStatName_AttackSpeed,攻撃速度,Attack Spd.
120037184860921856,ShortStatName_CastSpeed,詠唱速度,Cast Speed
103698126369656851,ShortStatName_CriticalChance,クリティカル%,Critical %
103698126369656852,ShortStatName_CriticalDamage,クリティカルダメージ,Critical Dmg.
103698126369656853,ShortStatName_CooldownReduction,クールダウン短縮,Cooldown Red.
103698126369656854,ShortStatName_MovementSpeed,移動速度,Move Speed
103698126369656855,ShortStatName_Armor,装甲,Armor
63840524035100672,AttributeName_ActiveSkillSlot,スキルスロット,Skill Slot
63840524072849408,AttributeDescription_ActiveSkillSlot,スキルスロットを1つ追加します。,Add 1 skill slot.
121403056871903232,AccountStatName_AllHeroAttackDamage,全ヒーロー攻撃ダメージ,All Hero Attack Damage
121403056871903233,AccountStatName_AllHeroAttackDamagePercent,全ヒーロー攻撃ダメージ,All Hero Attack Damage
121403056871903234,AccountStatName_AllHeroAttackSpeed,全ヒーロー攻撃速度,All Hero Attack Speed
121403056871903235,AccountStatName_AllHeroArmor,全ヒーロー防御,All Hero Armor
121403056871903236,AccountStatName_AllHeroArmorPercent,全ヒーロー防御,All Hero Armor
121403056871903237,AccountStatName_AllHeroMoveSpeed,全ヒーロー移動速度,All Hero Movement Speed
121403056871903238,AccountStatName_IncreaseExpAmount,経験値増加,Increase Exp Amount
121403056871903239,AccountStatName_AdditionalExp,追加経験値,Additional Exp
121403056871903240,AccountStatName_DropChanceNormalChest,通常宝箱ドロップ率,Common Chest Drop Chance
121403056871903241,AccountStatName_DropChanceStageBossChest,ステージボス宝箱ドロップ率,Stage Boss Chest Drop Chance
130186729142292480,AccountStatName_DropChanceNormalChestPercent,通常宝箱のドロップ率,Common Chest Drop Chance
130186729175846912,AccountStatName_DropChanceStageBossChestPercent,ステージボス宝箱のドロップ率,Stage Boss Chest Drop Chance
121403056871903242,AccountStatName_WaveCountReduction,総ウェーブ数減少,Total Wave Count Reduction
121403056871903243,AccountStatName_WaveMonsterAmount,ウェーブごとのモンスター数,Monsters Per Wave
121403056871903244,AccountStatName_IncreaseGoldAmount,モンスター討伐ゴールド,Gold Per Monster Kill
121403056871903245,AccountStatName_AdditionalGold,追加ゴールド,Additional Gold
121403056871903246,AccountStatName_CubeExpPercent,キューブ獲得経験値,Exp From Cube
121403056871903247,AccountStatName_CubeAlchemyGoldPercent,キューブ錬金術ゴールド,Gold From Cube Alchemy
121403056871903248,AccountStatName_MaxAmountNormalChest,通常宝箱最大保管,Common Chest Max Capacity
121403056871903249,AccountStatName_MaxAmountStageBossChest,ステージボス宝箱最大保管,Stage Boss Chest Max Capacity
121403056871903250,AccountStatName_MaxAmountActBossChest,アクトボス宝箱最大保管,Act Boss Chest Max Capacity
121403056871903251,AccountStatName_AdditionalGoldStageBoss,ステージボスゴールド,Gold From Stage Boss
121403056871903252,AccountStatName_AdditionalGoldActBoss,アクトボスゴールド,Gold From Act Boss
121403056871903253,AccountStatName_AdditionalGoldNormalMonster,通常モンスターゴールド,Gold From Normal Monster
121403056871903254,AccountStatName_AdditionalExpStageBoss,ステージボス経験値,Exp From Stage Boss
121403056871903255,AccountStatName_AdditionalExpActBoss,アクトボス経験値,Exp From Act Boss
121403056871903256,AccountStatName_AdditionalExpNormalMonster,通常モンスター経験値,Exp From Normal Monster
121403056871903257,AccountStatName_MaxInventorySlot,インベントリ枠数,Inventory Slot Count
126535985272528896,AccountStatName_UnlockStashPageCount,倉庫ページ数,Stash Page Count
126535985272528897,AccountStatName_UnlockArrangeSlotCount,ヒーロー配置枠,Hero Formation Slot
126535985272528898,AccountStatName_UnlockSkillSlotCount,スキル枠（全ヒーロー）,Skill Slot (All Heroes)
121403056871903260,AccountStat_AllHeroAttackDamage,全ヒーロー攻撃ダメージ +{0},All Hero Attack Damage +{0}
121403056871903261,AccountStat_AllHeroAttackDamagePercent,全ヒーロー攻撃ダメージ{0}%増加,{0}% Increased All Hero Attack Damage
121403056876097536,AccountStat_AllHeroAttackSpeed,全ヒーロー攻撃速度{0}%増加,{0}% Increased All Hero Attack Speed
121403056876097537,AccountStat_AllHeroArmor,全ヒーロー防御 +{0},All Hero Armor +{0}
121403056876097538,AccountStat_AllHeroArmorPercent,全ヒーロー防御{0}%増加,{0}% Increased All Hero Armor
121403056876097539,AccountStat_AllHeroMoveSpeed,全ヒーロー移動速度{0}%増加,{0}% Increased All Hero Movement Speed
121403056876097540,AccountStat_IncreaseExpAmount,経験値獲得{0}%増加,{0}% Increased Exp Gain
121403056876097541,AccountStat_AdditionalExp,追加経験値 +{0},Additional Exp +{0}
121403056876097542,AccountStat_DropChanceNormalChest,通常宝箱のドロップ率 +{0}%,Common Chest Drop Chance +{0}%
121403056876097543,AccountStat_DropChanceStageBossChest,ステージボス宝箱のドロップ率 +{0}%,Stage Boss Chest Drop Chance +{0}%
130186729175846913,AccountStat_DropChanceNormalChestPercent,通常宝箱ドロップ率係数{0}%増加,{0}% Increased Common Chest Drop Chance Multiplier
130186729175846914,AccountStat_DropChanceStageBossChestPercent,ステージボス宝箱ドロップ率係数{0}%増加,{0}% Increased Stage Boss Chest Drop Chance Multiplier
121403056876097544,AccountStat_WaveCountReduction,ステージのウェーブ数 -{0},Stage Wave Count -{0}
121403056876097545,AccountStat_WaveMonsterAmount,ウェーブごとのモンスター数 +{0},Monsters Per Wave +{0}
121403056876097546,AccountStat_IncreaseGoldAmount,撃破時のゴールド獲得量 +{0}%,{0}% Increased Gold Per Kill
121403056876097547,AccountStat_AdditionalGold,追加ゴールド +{0},Additional Gold +{0}
121403056876097548,AccountStat_CubeExpPercent,キューブ経験値{0}%増加,{0}% Increased Cube Exp
121403056876097549,AccountStat_CubeAlchemyGoldPercent,キューブ錬金術ゴールド{0}%増加,{0}% Increased Gold From Cube Alchemy
121403056876097550,AccountStat_MaxAmountNormalChest,通常宝箱最大保管 +{0},Common Chest Max Capacity +{0}
121403056876097551,AccountStat_MaxAmountStageBossChest,ステージボス宝箱最大保管 +{0},Stage Boss Chest Max Capacity +{0}
121403056876097552,AccountStat_MaxAmountActBossChest,アクトボス宝箱最大保管 +{0},Act Boss Chest Max Capacity +{0}
121403056876097553,AccountStat_AdditionalGoldStageBoss,ステージボスゴールド +{0},Gold From Stage Boss Kill +{0}
121403056876097554,AccountStat_AdditionalGoldActBoss,アクトボスゴールド +{0},Gold From Act Boss Kill +{0}
121403056876097555,AccountStat_AdditionalGoldNormalMonster,通常モンスターゴールド +{0},Gold From Normal Monster Kill +{0}
121403056876097556,AccountStat_AdditionalExpStageBoss,ステージボス経験値 +{0},Exp From Stage Boss Kill +{0}
121403056876097557,AccountStat_AdditionalExpActBoss,アクトボス経験値 +{0},Exp From Act Boss Kill +{0}
121403056876097558,AccountStat_AdditionalExpNormalMonster,通常モンスター経験値 +{0},Exp From Normal Monster Kill +{0}
121403056876097559,AccountStat_MaxInventorySlot,インベントリ枠数 +{0},Inventory Slot Count +{0}
126535985272528899,AccountStat_UnlockStashPageCount,倉庫ページ +{0},Stash Page +{0}
126535985272528900,AccountStat_UnlockArrangeSlotCount,ヒーロー枠 +{0},Hero Slot +{0}
126535985272528901,AccountStat_UnlockSkillSlotCount,スキル枠（全ヒーロー） +{0},Skill Slot (All Heroes) +{0}
140317250983370752,AccountStat_UnlockAutoOpenNormalChest,通常チェスト自動開封解放,Unlock Auto-Open Normal Chest
140317250983370753,AccountStat_ReduceAutoOpenNormalChestTime,通常チェスト自動開封時間 -{0}秒,Auto-Open Normal Chest Time -{0}s
140317250983370754,AccountStat_UnlockAutoOpenStageBossChest,ステージボスチェスト自動開封解放,Unlock Auto-Open Stage Boss Chest
140317250987565056,AccountStat_ReduceAutoOpenStageBossChestTime,ステージボスチェスト自動開封時間 -{0}秒,Auto-Open Stage Boss Chest Time -{0}s
140317250987565057,AccountStat_UnlockAutoOpenActBossChest,アクトボスチェスト自動開封解放,Unlock Auto-Open Act Boss Chest
140317250987565058,AccountStat_ReduceAutoOpenActBossChestTime,アクトボスチェスト自動開封時間 -{0}秒,Auto-Open Act Boss Chest Time -{0}s
140317250987565059,AccountStat_OpenOneTypeChestAllAtOnce,右クリックでチェストを一括開封,Right-click to Open Chests at Once
140317250987565060,AccountStat_OpenAllTypeChestAllAtOnce,スペースキーで全タイプのチェストを一括開封,Press Space to Open All Chest Types at Once
140317250987565061,AccountStat_UnlockOfflineReward,オフライン報酬解放(オフライン時にゴールドと経験値獲得可能),Unlock Offline Reward (gain gold and EXP while offline)
140317250987565062,AccountStat_OfflineRewardGoldPercent,オフライン報酬ゴールド +{0}%,Offline Reward Gold +{0}%
140317250987565063,AccountStat_OfflineRewardExpPercent,オフライン報酬経験値 +{0}%,Offline Reward EXP +{0}%
97094174282813440,CannotDeArrange_StageNotStarted,ステージを終了しています。少々お待ちください。,Ending stage. Please wait.
79070331408683008,CannotArrange_StageNotStarted,ステージを終了しています。少々お待ちください。,Ending stage. Please wait.
59980789415202816,SteamServer_Disconnected_CannotClickAnything,Steam接続が切れました。<br>ゲームを再起動してください。,Steam connection lost.<br>Please restart the game.
121768745907957760,Toast_LockedHeroSlot,ロック中:ルーンで解除してください。,Locked: Unlock from Rune.
121768745945706496,Toast_LockedSkillSlot,スキル枠はまだ解放されていません。,Skill slot not yet unlocked.
3811301081104,Demo_LockedContents,製品版で利用可能です。,Available in the full version.
59818077922054144,TryAddItem_Failed_InventoryFull,インベントリが満杯です。メールボックスに送ります。,Inventory is full. Sending to mailbox.
59980789570392064,Skill_Reduce_Failed_KeepNextGroup,上位グループのポイントを回収してから再試行してください。,Reclaim upper group points and try again.
58836845348311040,Demo_Wishlist,ウィッシュリストに追加,Add to Wishlist
60221376622022656,Cube_Recipe_Auto_Change,{0}レシピ用に自動選択されました。,Auto-selected for {0} recipe.
59818077922054145,Cube_SynthesisTry_InventoryFull,インベントリが満杯です。,Inventory is full.
58032714022965248,Cube_Decoration_Failed_EnchantAmount,空いている装飾スロットがありません。,No empty Decoration slots available.
56847898678185984,Cube_RecipeIsRunning,キューブが作動中です。,The cube is in operation.
148279997457436672,Toast_MailRunning,別のメールを受け取り中です。,Receiving another mail.
57311863749267456,Cube_RecipeTooltip_Synthesis,"同じ等級の装備9個を合成して、
より高い等級の装備を獲得できます。",Synthesize 9 items of the same grade<br>into one of a higher grade.
57311863883485184,Cube_RecipeTooltip_Decoration,装備に特別なステータスを付与します。<br>- <color=#F5D958>素材</color>：装飾スロット付き装備 x1<br>+ 装飾素材 x1<br>- <color=#30FF63>結果</color>：素材に応じたランダムステータス,Grants special stats to equipment.<br>- <color=#F5D958>Materials</color> : Equipment with a Decoration slot x1<br>+ Decoration Material x1<br>- <color=#30FF63>Result</color> : Random stat based on material
120032774713843712,Cube_RecipeTooltip_Engraving,装備に特別なステータスを付与します。<br>- <color=#F5D958>素材</color>：彫刻スロット付き装備 x1<br>+ 彫刻素材 x1<br>- <color=#30FF63>結果</color>：素材に応じたランダムステータス,Grants special stats to equipment.<br>- <color=#F5D958>Materials</color> : Equipment with an Engraving slot x1<br>+ Engraving Material x1<br>- <color=#30FF63>Result</color> : Random stat based on material
120032774713843713,Cube_RecipeTooltip_Inscription,装備に特別なステータスを付与します。<br>- <color=#F5D958>素材</color>：刻印スロット付き装備 x1<br>+ 刻印素材 x1<br>- <color=#30FF63>結果</color>：素材に応じたランダムステータス,Grants special stats to equipment.<br>- <color=#F5D958>Materials</color> : Equipment with an Inscription slot x1<br>+ Inscription Material x1<br>- <color=#30FF63>Result</color> : Random stat based on material
59805325736333312,Cube_Synthesis_Celestial_Level_Less,セレスティアルグレードの合成はキューブレベル50から可能です。,Celestial grade synthesis is available from Cube Level 50.
59805325878939648,Cube_Synthesis_Immortal_Level_Less,イモータルグレードの合成はキューブレベル10から可能です。,Immortal grade synthesis is available from Cube Level 10.
57311863883485185,Cube_RecipeTooltip_Alchemy,任意のアイテムをゴールドに変換します。<br><br>- <color=#F5D958>素材</color>：任意のアイテム1~9個<br>- <color=#30FF63>結果</color>：アイテム消失、ゴールド獲得,"Convert any item into gold.<br><br>- <color=#F5D958>Materials</color> : Any 1~9 items<br>- <color=#30FF63>Result</color> : Items consumed, gold obtained"
126811218336358400,Cube_RecipeTooltip_Crafting,特定のアイテム種類を製作します。<br>種類を指定してから必要な素材を投入してください。,"Craft specific item types. <br>Select an item type,<br>then add the required materials."
126811218336358401,Cube_RecipeTooltip_Offering,記念コインを捧げてランダムアイテムを獲得します。,Offer commemorative coins to<br>obtain random items.
126811218336358402,Cube_RecipeTooltip_Extraction,"装備に付与された能力値を除去します。
※ ステータス付与に使用した素材は返却されません。","Removes stats applied to equipment.
※ Materials used to grant stats will not be returned."
121399032860839936,Cube_DecorationInfo,装飾効果,Decoration Effect
121399032860839937,Cube_EngravingInfo,彫刻効果リスト,Engraving Effect List
121399032860839938,Cube_InscriptionInfo,刻印効果リスト,Inscription Effect List
79070331408683009,Toast_ForceResetWindow,ウィンドウ位置をリセットしています。,Resetting window position.
56847898682380288,Toast_ContentLock_BecauseLevel,Lv.{0}でコンテンツが解放されます。,Content unlocks at Lv.{0}.
3811301081107,Demo_ExitPopupWishlist,ウィッシュリストに追加,Add to Wishlist
3811301081108,Popup_ExitPopupDesc,ゲームを終了しますか？,Do you want to exit the game?
59472149386153984,Popup_CompleteDemoPopupDesc,体験版をプレイしていただき、ありがとうございます!<br>この小さな旅が、日常のちょっとした楽しみになれば幸いです。<br><br><color=#F49E2C>TBH : Task Bar Hero</color> は2025年第4四半期にリリース予定です。より完成度の高い姿でお会いしましょう。<br><br>ウィッシュリストに追加して応援してください!<br>ありがとうございます :),Thank you for playing the demo!<br>We hope this little journey brought some joy to your day.<br><br><color=#F49E2C>TBH : Task Bar Hero</color> will be released in Q4 2025. We'll return with a more polished experience.<br><br>Add it to your wishlist and support us!<br>Thank you :)
61704714489892864,Popup_WindowScalePopupDesc,ウィンドウスケールが変更されました。この変更を適用しますか?<br>(問題が発生した場合は、<color=#F49E2C>Shift + F11</color>を押すと以前のスケールに戻せます。),"Window scale has been changed. Apply these changes?<br>(If issues occur, press <color=#F49E2C>Shift + F11</color> to reset to the previous scale.)"
63502296950181888,Popup_WindowScalePopupDesc_ResetWarning,まもなく以前のスケールに戻ります。,Reverting to previous scale shortly.
121403056876097562,Toast_CannotInputEnchantedItem,エンチャントされたアイテムは追加できません。,Enchanted items cannot be added.
122431994012307456,Toast_RemoveInCubeSoulStone,アクトボスに必要なソウルストーンをキューブから除去します。,Removing Soulstones required for Act Boss from the cube.
98564059575816192,Toast_AlreadyEquipItemInCube_DuplicateMaterial,キューブに装備中アイテムあり。,Cannot add more because the cube contains equipped items.
97094174328950784,Toast_AlreadyEquipItemInCube,装備中のアイテムはキューブに追加できません。,Cannot add equipped items to the cube.
97094174328950785,Toast_CannotInputInCubeEquipItem,この状態では装備中のアイテムを追加できません。,Equipped items cannot be added in this state.
122431994037473280,Toast_EquipFailedClassTypeNotMatch,このクラスに適さない装備です。,Equipment not suited for this class.
122431994037473281,Toast_EquipFailedLowLevel,装備可能レベルではありません。,Level too low to equip.
15321506678947843,Toast_Demo_NotAvailable,正式版で利用可能です。,Available in the full version.
54044118563737600,Toast_Cannot_DeArrange,ユニットを取り除けません。,Cannot remove unit.
54044118718926848,Toast_Synthesis_Fail,同じグレードの装備が9個必要です。,9 equipment of the same grade are required.
124248511118487552,Toast_CubeRecipe_NotUnlocked,関連レシピはまだ解放されていません。,Recipe not yet unlocked.
124248511152041984,Toast_SoulStone_NoClearedActBoss,入場可能なアクトボスステージがありません。,No available Act Boss stage to enter.
54044118718926849,Toast_Decoration_Fail,装備と装飾素材が必要です。,Equipment and decoration materials are required.
122431994037473282,Toast_CannotEquipableItem,この装備は着用できません。,Item cannot be equipped.
54044118718926850,Toast_NotValidItem,無効なアイテムです。,Invalid item.
54044118718926851,Toast_CannotRefundEquippedSkill,スキルは現在装備中です。,Skill is currently equipped.
54048054414725120,Toast_No_Inventory_Space,インベントリに空きスペースがありません。,No empty space in inventory.
57366645172129792,Toast_Item_CannotMove,そこには移動できません。,Cannot move there.
60670397881978880,Toast_TradeShip_SoldItem,交易船が運び去ったアイテムを整理しています。,Organizing items carried away by the trade ship.
91748774457839616,Toast_Item_ExhangeCooltime,交易品を処理中です。,Processing trade goods.
61264142063046656,Toast_Cube_NotValidItem,無効なアイテムを整理しています。,Clearing invalid items.
56847898682380289,Stage_SoulStone_Lack,ソウルストーンがないため報酬を受け取れません。,Cannot receive rewards due to lack of soulstones.
56847898682380290,Stage_ActBossChest_MaxCount,箱を保管するスペースがないため入場できません。,Cannot enter due to lack of space to store boxes.
56877953903022080,TradeShip_TopNotice,アイテムを交易船に積み込むと<br>Steamマーケットで取引できます。,Load items onto the trade ship<br>to sell them on the Steam Market.
121399032865034240,TradeShip_UploadItemConditionNotice,※ 注意：装飾 / 彫刻 / 碑文が付いたアイテムは取引できません。ただし、キューブの除去により装飾 / 彫刻 / 碑文を取り外すことができます。,"※ Note: Items with Decoration / Engraving / Inscription cannot be traded. However, you can remove Decoration / Engraving / Inscription through the Cube's Removal."
103698126369656856,Stat_AttackDamage_FLAT,攻撃力 +{0},Attack Damage +{0}
103698126369656857,Stat_AttackSpeed_FLAT,攻撃速度 +{0},Attack Speed +{0}
103698126369656858,Stat_CriticalChance_FLAT,クリティカル率 +{0}%,Critical Chance +{0}%
103698126369656859,Stat_CriticalDamage_FLAT,クリティカル威力 +{0}%,Critical Damage +{0}%
103698126369656860,Stat_MaxHp_FLAT,最大HP +{0},Max HP +{0}
103698126369656863,Stat_Armor_FLAT,防御力 +{0},Armor +{0}
103698126369656862,Stat_MovementSpeed_FLAT,移動速度 +{0},Movement Speed +{0}
126576174007132160,Stat_AreaOfEffect_FLAT,効果範囲 +{0},Area of Effect +{0}
126576174032297984,Stat_BaseAttackCountReduction_FLAT,基本攻撃要求減少 +{0},Basic Attack Requirement Reduction +{0}
103698126369656861,Stat_CooldownReduction_FLAT,クールダウン短縮 +{0}%,Cooldown Reduction +{0}%
126576174032297985,Stat_SkillRangeExpansion_FLAT,スキル射程 +{0},Skill Range +{0}
131180547341361152,Stat_SkillDurationIncrease_FLAT,スキル持続時間増加 +{0}%,Skill Duration Increase +{0}%
126576174032297986,Stat_FireResistance_FLAT,火炎耐性 +{0}%,Fire Resistance +{0}%
126576174032297987,Stat_ColdResistance_FLAT,冷気耐性 +{0}%,Cold Resistance +{0}%
126576174032297988,Stat_LightningResistance_FLAT,雷耐性 +{0}%,Lightning Resistance +{0}%
126576174032297989,Stat_ChaosResistance_FLAT,カオス耐性 +{0}%,Chaos Resistance +{0}%
126576174032297990,Stat_DodgeChance_FLAT,回避率 +{0}%,Dodge Chance +{0}%
126576174032297991,Stat_BlockChance_FLAT,ブロック率 +{0}%,Block Chance +{0}%
126576174032297992,Stat_MaxDodgeChance_FLAT,最大回避率 +{0}%,Max Dodge Chance +{0}%
126576174032297993,Stat_MaxBlockChance_FLAT,最大ブロック率 +{0}%,Max Block Chance +{0}%
129069264421195776,Stat_ElementalDodgeChance_FLAT,属性回避 +{0}%,Elemental Dodge Chance +{0}%
129069264425390080,Stat_ElementalBlockChance_FLAT,属性ブロック +{0}%,Elemental Block Chance +{0}%
129069264425390081,Stat_MaxElementalDodgeChance_FLAT,最大属性回避 +{0}%,Max Elemental Dodge Chance +{0}%
